annual_income,spending_score,website_visits,app_sessions,avg_order_value,orders_per_month,return_rate,loyalty_years,region,membership
722962,33,15,21,8685.42,5,0.25,2.4,West,Gold
1772996,80,14,19,8981.47,5,0.3,1.0,North,Silver
346628,92,15,21,12415.02,4,0.32,3.8,North,Gold
526541,92,10,21,9948.0,7,0.26,8.9,South,Gold
1963376,38,16,21,4185.31,2,0.38,6.1,West,Silver
1151359,55,12,24,1176.18,7,0.35,11.4,North,Silver
442791,70,15,17,329.19,6,0.09,1.7,West,Gold
416994,42,9,19,13594.94,1,0.37,2.5,North,Gold
2114372,29,13,15,14149.02,7,0.14,3.4,North,Silver
528574,34,17,21,1683.44,4,0.29,0.2,West,Gold
463409,57,9,16,7459.69,4,0.34,11.3,South,Silver
1926743,3,13,19,2528.45,1,0.17,5.3,South,Silver
1476327,6,16,20,14246.61,5,0.02,5.8,South,Silver
2484540,48,9,17,3928.44,5,0.38,1.9,West,Gold
1606668,64,6,23,7674.21,5,0.03,10.5,West,Gold
1420921,13,7,24,2734.62,7,0.14,8.3,West,Gold
779072,36,12,19,5191.59,3,0.24,5.2,South,Platinum
1485286,79,18,17,4222.05,7,0.05,10.5,West,Silver
1735369,70,25,15,7288.76,1,0.34,10.9,South,Platinum
452673,33,11,29,6470.79,4,0.08,0.6,North,Gold
2441598,76,11,15,5162.73,6,0.39,1.4,South,Silver
1818980,57,12,14,1856.4,3,0.37,0.3,South,Platinum
259133,55,15,19,7421.96,3,0.24,7.0,East,Gold
722582,13,15,23,12798.06,3,0.26,2.6,East,Silver
1248399,97,11,23,11034.28,3,0.21,10.1,South,Silver
1914591,51,10,13,10892.45,6,0.16,5.6,East,Gold
1648202,92,10,21,5681.55,3,0.14,10.1,West,Silver
1702180,53,11,30,10713.76,5,0.36,6.7,East,Silver
1490983,36,11,18,7143.31,8,0.23,9.6,East,Platinum
364750,5,17,13,2509.06,4,0.33,4.5,East,Silver
1046383,25,7,28,6460.03,5,0.21,11.3,South,Silver
1209361,81,10,23,2251.26,2,0.12,8.0,North,Platinum
1660299,37,9,17,1982.9,3,0.04,7.1,North,Silver
2156152,19,16,22,638.97,7,0.13,4.2,North,Silver
1326975,35,16,13,4457.96,8,0.35,11.2,North,Gold
1620981,34,11,20,5163.86,5,0.28,4.1,North,Silver
1971087,54,6,20,10581.82,5,0.31,10.0,North,Platinum
292874,46,12,24,8208.67,4,0.31,4.9,South,Silver
527590,6,12,12,12919.21,5,0.05,9.2,West,Gold
1554359,83,12,16,2894.12,2,0.06,10.9,West,Silver
208014,1,6,22,4209.56,8,0.13,5.6,North,Silver
958683,71,10,18,14133.82,5,0.12,6.3,East,Silver
2489955,34,11,23,6827.47,1,0.03,4.0,East,Silver
898421,56,21,20,11899.05,5,0.06,0.7,South,Gold
678805,83,19,16,7534.86,6,0.34,7.8,North,Gold
1922844,97,16,17,7224.96,5,0.24,1.4,North,Gold
359765,26,17,21,2477.31,6,0.14,4.2,East,Silver
2124426,42,12,21,12812.63,10,0.21,4.2,North,Silver
2179683,91,11,17,1451.82,4,0.1,1.8,North,Silver
1922281,38,13,21,4860.84,7,0.23,8.0,East,Silver
1271263,26,9,16,10199.98,4,0.03,2.1,West,Silver
1540301,99,17,28,7756.69,6,0.36,9.3,West,Silver
2054636,59,13,12,13256.26,1,0.1,3.0,South,Silver
870038,84,14,19,877.68,5,0.33,3.4,East,Gold
659966,24,11,20,9846.29,3,0.26,4.1,South,Gold
1792874,21,13,16,7318.74,7,0.21,1.8,North,Silver
2355285,60,7,15,2568.38,7,0.37,5.2,East,Silver
1487510,90,14,24,11225.8,4,0.06,1.0,West,Gold
1813507,20,17,26,6346.21,5,0.05,5.1,North,Platinum
2132108,6,4,21,8114.25,7,0.13,4.1,West,Silver
1164191,67,13,25,14518.81,5,0.33,4.1,West,Gold
2476217,10,16,27,7447.58,1,0.01,7.9,South,Gold
452572,12,11,18,12403.58,6,0.1,9.2,East,Gold
703335,97,9,24,11612.79,8,0.17,4.3,East,Platinum
265708,22,13,21,10042.49,6,0.29,3.1,East,Platinum
455369,62,12,21,13483.14,3,0.12,5.9,South,Silver
1866508,61,12,18,3998.54,7,0.18,9.5,West,Gold
2434487,80,15,24,12365.34,7,0.13,7.7,South,Gold
1531472,17,14,22,5853.48,2,0.04,0.5,East,Silver
998053,10,14,17,12243.62,5,0.3,5.8,North,Gold
242369,12,14,19,7558.69,7,0.18,11.9,East,Platinum
796880,83,9,25,12908.33,5,0.33,4.2,East,Gold
1570987,40,18,19,13454.2,6,0.28,5.3,West,Platinum
1859737,23,14,21,9085.36,2,0.02,3.4,East,Gold
1000677,40,10,18,7762.12,8,0.2,6.0,East,Silver
1543396,74,10,19,11814.22,6,0.4,1.9,West,Gold
1362558,74,17,27,4224.7,5,0.12,3.0,East,Gold
1707588,50,11,15,525.63,7,0.2,8.5,East,Silver
332424,10,15,10,6284.29,7,0.26,1.7,West,Gold
2040251,94,9,25,7764.28,5,0.08,11.1,North,Gold
1424981,4,9,18,4669.76,7,0.28,3.7,West,Gold
259484,1,25,10,5935.42,6,0.26,6.9,East,Silver
1560694,43,8,13,2255.96,8,0.15,3.9,South,Silver
2131391,83,10,19,4376.16,8,0.11,5.7,North,Gold
940100,5,8,15,3829.4,9,0.37,10.8,West,Silver
2362854,94,14,19,4724.51,7,0.05,0.8,North,Silver
2183519,90,7,22,4696.1,0,0.17,10.3,North,Gold
666761,34,5,21,8516.84,5,0.31,6.7,South,Platinum
531687,66,11,16,3983.78,8,0.06,8.0,South,Silver
1834916,24,15,25,14132.13,1,0.37,0.7,South,Platinum
865083,14,10,23,7815.74,4,0.21,9.1,East,Gold
1080072,41,11,21,2195.8,4,0.2,1.5,West,Silver
1313759,42,11,18,4410.21,1,0.17,11.6,East,Gold
345662,13,10,17,11027.44,5,0.35,9.6,West,Gold
1293578,29,13,25,500.79,3,0.38,5.9,East,Platinum
