area_sqft,bedrooms,bathrooms,property_age,distance_city_km,school_rating,parking_slots,location,property_type,furnishing,price
2366,3,1,16,10.7,8.0,3,Average,Villa,Semi-Furnished,17087727.13
3810,5,2,3,18.69,7.0,2,Average,Independent House,Fully-Furnished,25662951.25
2043,2,1,12,29.98,7.1,0,Average,Apartment,Semi-Furnished,10689735.43
4466,3,1,17,25.06,5.3,0,Average,Apartment,Unfurnished,22780893.39
4178,4,4,2,22.14,7.0,1,Average,Apartment,Semi-Furnished,25624542.08
3375,1,2,36,17.87,1.7,1,Good,Apartment,Fully-Furnished,17264165.08
4075,3,3,32,11.16,8.7,0,Developing,Apartment,Unfurnished,21118259.89
1823,3,2,23,5.05,1.5,0,Average,Apartment,Semi-Furnished,9315428.66
1673,5,2,7,14.91,2.3,1,Developing,Independent House,Semi-Furnished,11831878.25
2409,3,2,34,1.97,6.2,0,Average,Apartment,Unfurnished,13681241.59
4207,5,4,1,8.18,7.7,1,Prime,Apartment,Fully-Furnished,32178131.08
3464,1,1,32,15.7,1.7,0,Good,Villa,Unfurnished,17659551.31
1415,2,3,11,15.23,9.3,2,Average,Independent House,Semi-Furnished,12668853.91
1413,2,4,21,2.51,9.8,2,Average,Independent House,Semi-Furnished,12291152.7
1346,4,3,12,21.03,6.5,3,Average,Apartment,Semi-Furnished,9696829.66
1808,4,4,9,19.69,5.3,0,Average,Independent House,Unfurnished,12609515.72
4128,1,1,16,3.66,7.7,1,Good,Apartment,Unfurnished,21482375.22
666,2,3,4,33.07,4.0,0,Prime,Villa,Unfurnished,10209291.56
1072,4,2,8,4.38,5.4,0,Prime,Apartment,Unfurnished,9818082.77
802,3,4,12,30.06,9.2,3,Average,Apartment,Unfurnished,7177354.59
1141,5,3,22,1.01,9.6,1,Average,Apartment,Fully-Furnished,10355684.89
3172,4,1,29,31.0,9.3,0,Good,Apartment,Semi-Furnished,16414657.81
1080,1,3,3,1.67,3.4,1,Average,Independent House,Semi-Furnished,11469270.39
2822,2,4,20,26.77,3.1,0,Prime,Apartment,Semi-Furnished,17009960.29
3398,1,1,8,13.3,3.7,3,Prime,Apartment,Semi-Furnished,20582543.46
3749,5,2,6,26.1,5.0,1,Average,Apartment,Fully-Furnished,21386634.58
1618,5,4,15,14.66,3.8,0,Good,Apartment,Unfurnished,11254666.9
4470,1,4,22,3.41,4.4,2,Average,Independent House,Fully-Furnished,25964008.9
2805,4,1,22,27.1,6.6,1,Average,Villa,Semi-Furnished,17171602.52
1103,4,4,30,3.42,7.9,3,Developing,Independent House,Fully-Furnished,12851817.3
4155,2,3,4,32.35,7.6,2,Prime,Apartment,Semi-Furnished,23921329.31
2782,2,2,5,2.73,8.3,1,Good,Apartment,Semi-Furnished,19178868.92
841,3,3,0,17.3,1.3,1,Average,Apartment,Unfurnished,6543789.08
4259,3,1,27,25.58,1.4,1,Average,Apartment,Unfurnished,20418693.67
2857,2,4,17,14.37,8.1,1,Average,Apartment,Semi-Furnished,17428336.31
1218,3,2,23,8.39,5.8,0,Good,Villa,Fully-Furnished,12186525.99
1246,1,1,12,26.81,6.2,0,Prime,Apartment,Semi-Furnished,9716577.57
1381,4,3,32,27.67,1.5,1,Average,Apartment,Unfurnished,5371407.99
2420,3,4,9,32.37,3.3,3,Average,Apartment,Fully-Furnished,15731538.95
614,3,4,6,13.79,6.7,0,Good,Apartment,Semi-Furnished,8897654.41
1182,1,1,36,18.21,8.7,1,Prime,Villa,Unfurnished,11025776.81
1030,5,3,31,13.35,9.3,1,Average,Apartment,Unfurnished,9298645.15
1270,2,4,21,9.74,5.5,3,Good,Apartment,Unfurnished,10477707.59
1697,1,3,15,26.54,5.9,3,Prime,Apartment,Fully-Furnished,14580293.16
573,5,2,23,12.55,8.5,3,Prime,Independent House,Fully-Furnished,12041275.61
2421,1,4,13,15.56,5.8,2,Good,Independent House,Unfurnished,16308847.27
793,4,2,10,14.72,5.7,1,Average,Villa,Unfurnished,9147856.48
2324,1,4,18,25.23,9.1,3,Good,Apartment,Semi-Furnished,14970340.61
973,1,1,22,32.21,8.1,1,Prime,Apartment,Fully-Furnished,7571147.81
3573,4,4,33,23.67,9.2,0,Prime,Apartment,Semi-Furnished,23405499.96
578,2,4,39,17.03,3.0,1,Good,Independent House,Semi-Furnished,5268665.83
1608,5,3,12,27.49,5.7,1,Average,Independent House,Unfurnished,11999464.63
3154,3,3,38,22.79,8.6,2,Prime,Independent House,Semi-Furnished,20895446.83
3648,2,2,27,3.06,2.0,0,Average,Apartment,Unfurnished,20817469.07
3235,1,2,39,4.25,8.2,0,Prime,Independent House,Fully-Furnished,19909448.23
3436,3,2,15,2.29,2.6,2,Good,Apartment,Semi-Furnished,20049065.34
2568,4,4,27,16.53,8.3,3,Prime,Independent House,Fully-Furnished,19456486.08
2770,2,4,3,29.08,6.5,3,Prime,Apartment,Semi-Furnished,19465260.69
1660,5,2,27,11.64,2.7,1,Average,Apartment,Fully-Furnished,10802766.6
1476,2,1,11,14.06,5.3,2,Good,Apartment,Unfurnished,9976209.73
1758,2,1,15,31.92,7.1,3,Average,Apartment,Semi-Furnished,9574045.88
471,3,4,35,29.45,6.7,0,Prime,Apartment,Semi-Furnished,5457964.38
615,4,1,19,23.61,4.8,2,Prime,Independent House,Unfurnished,8101302.96
1783,4,1,25,10.07,9.1,3,Good,Apartment,Fully-Furnished,14206958.24
3372,2,2,25,4.98,5.7,0,Average,Apartment,Semi-Furnished,19115010.91
1950,4,1,21,1.55,5.6,2,Good,Apartment,Semi-Furnished,14705327.42
947,3,1,8,4.64,1.6,1,Good,Apartment,Fully-Furnished,9747312.01
883,3,4,4,10.95,9.3,1,Good,Independent House,Fully-Furnished,13604726.57
3255,5,4,16,19.76,2.6,0,Prime,Apartment,Semi-Furnished,21307745.34
2731,4,4,33,3.18,5.8,3,Developing,Apartment,Fully-Furnished,16741623.08
1286,5,1,1,5.63,8.2,3,Good,Independent House,Unfurnished,14037372.24
2143,1,2,6,7.16,2.9,2,Average,Independent House,Unfurnished,13796539.65
1112,3,3,35,22.49,5.7,0,Average,Apartment,Semi-Furnished,5242083.02
1174,2,4,12,21.94,3.2,3,Good,Villa,Semi-Furnished,11908505.09
825,3,4,19,19.73,7.8,1,Prime,Villa,Semi-Furnished,12133704.3
3227,1,4,29,9.52,6.1,0,Average,Villa,Unfurnished,19220082.08
3767,2,2,29,13.62,8.7,1,Prime,Apartment,Semi-Furnished,21662696.83
752,4,3,10,4.29,9.1,0,Good,Independent House,Fully-Furnished,13079974.54
2902,4,3,30,8.7,6.8,2,Average,Apartment,Semi-Furnished,16799317.67
4309,3,4,2,31.52,7.5,3,Average,Apartment,Fully-Furnished,24466585.02
2136,2,1,1,34.31,5.9,3,Average,Apartment,Semi-Furnished,12247704.01
1157,2,4,2,23.02,4.5,3,Average,Apartment,Unfurnished,11192389.39
1366,5,4,14,32.17,6.8,1,Prime,Independent House,Unfurnished,13124254.82
2518,1,1,16,22.85,9.2,3,Good,Apartment,Unfurnished,14775813.18
706,4,1,6,2.13,4.8,0,Prime,Apartment,Fully-Furnished,10655505.79
848,3,4,4,34.89,3.8,1,Average,Apartment,Unfurnished,5885441.65
4050,2,2,33,4.36,4.5,2,Developing,Apartment,Unfurnished,19442871.54
500,4,2,32,24.21,4.9,1,Good,Independent House,Fully-Furnished,6087091.77
2944,3,1,15,9.6,1.7,2,Prime,Apartment,Semi-Furnished,20006235.42
3791,4,4,36,14.33,5.5,1,Good,Apartment,Unfurnished,21068260.38
3324,3,2,2,22.96,5.4,3,Developing,Villa,Unfurnished,19938351.23
1044,4,4,20,15.84,6.3,2,Average,Villa,Fully-Furnished,10959088.69
1267,5,4,7,9.52,4.3,3,Prime,Apartment,Fully-Furnished,14468625.34
1085,1,4,21,12.37,6.5,1,Developing,Apartment,Unfurnished,6751045.52
4323,4,2,4,12.61,8.9,2,Average,Independent House,Semi-Furnished,28754006.5
3783,1,3,16,33.62,9.6,0,Prime,Villa,Fully-Furnished,24494805.48
3886,4,4,36,28.15,6.3,0,Developing,Villa,Semi-Furnished,20806460.62
1522,2,2,13,16.59,1.4,1,Good,Independent House,Fully-Furnished,13008280.34
4039,5,3,38,7.79,9.7,2,Good,Independent House,Semi-Furnished,26257585.39
2102,5,1,27,28.57,7.4,0,Good,Independent House,Fully-Furnished,14740673.15
1591,1,2,30,6.34,4.0,3,Average,Independent House,Unfurnished,11741918.45
1926,2,3,16,8.16,2.3,3,Average,Apartment,Unfurnished,12167830.13
1224,3,2,34,13.44,2.3,1,Prime,Apartment,Semi-Furnished,7127125.57
4386,5,3,39,30.93,2.5,3,Developing,Apartment,Semi-Furnished,21642799.18
3470,2,3,21,5.48,1.4,3,Prime,Apartment,Fully-Furnished,20794792.39
2420,2,2,28,5.16,9.1,3,Average,Independent House,Unfurnished,16365004.83
4407,1,1,9,17.8,5.9,0,Average,Villa,Fully-Furnished,23752230.78
2114,2,4,17,10.4,7.3,2,Prime,Villa,Unfurnished,17890030.13
846,2,3,34,20.34,8.5,1,Prime,Independent House,Semi-Furnished,8921193.92
3180,3,4,15,16.36,8.1,2,Developing,Apartment,Unfurnished,17887092.8
3548,1,1,6,15.79,8.9,2,Good,Villa,Semi-Furnished,23138233.2
3208,1,4,29,4.81,9.7,2,Average,Apartment,Semi-Furnished,19657905.55
1845,2,4,18,5.8,5.0,0,Good,Apartment,Semi-Furnished,12129442.38
4420,3,2,22,28.92,9.6,3,Average,Apartment,Unfurnished,23963026.79
4347,4,2,7,31.12,7.5,1,Good,Independent House,Semi-Furnished,25401915.32
4378,5,1,16,8.98,1.6,2,Good,Apartment,Fully-Furnished,25385450.38
1570,1,2,20,4.86,7.1,3,Good,Independent House,Unfurnished,12963655.34
978,3,3,25,2.82,7.2,0,Developing,Apartment,Unfurnished,6171924.43
1134,3,1,27,21.68,9.2,2,Good,Apartment,Unfurnished,6948251.61
4495,2,2,38,25.32,4.4,3,Good,Apartment,Fully-Furnished,23223090.34
3110,5,2,32,13.68,6.3,0,Developing,Apartment,Semi-Furnished,17539372.36
2683,1,1,39,24.11,1.1,3,Average,Independent House,Unfurnished,11893441.48
3193,4,3,18,25.24,4.0,1,Prime,Apartment,Semi-Furnished,19625618.38
4471,2,1,28,32.8,1.6,3,Developing,Independent House,Semi-Furnished,21406907.85
2712,1,2,19,3.21,5.7,3,Average,Independent House,Unfurnished,17075731.93
3772,1,2,19,7.54,8.4,1,Prime,Independent House,Fully-Furnished,25611012.29
2713,3,1,9,3.33,2.9,1,Good,Apartment,Semi-Furnished,14995579.41
2526,5,3,11,30.51,5.7,3,Average,Independent House,Semi-Furnished,16156806.14
551,4,3,32,27.95,2.8,1,Average,Apartment,Semi-Furnished,2118092.91
572,5,4,24,20.54,2.1,3,Good,Apartment,Fully-Furnished,7103180.87
2551,3,3,24,3.84,5.6,2,Good,Apartment,Unfurnished,16494890.1
1756,4,1,3,10.29,1.7,3,Good,Independent House,Unfurnished,14933162.44
2087,4,3,3,11.12,6.3,0,Average,Apartment,Unfurnished,14664823.57
1590,2,3,8,20.07,1.3,1,Prime,Apartment,Semi-Furnished,10910738.44
1065,4,4,14,9.77,2.0,2,Prime,Apartment,Semi-Furnished,12822704.16
1006,1,3,25,3.48,5.9,1,Average,Apartment,Semi-Furnished,8220126.47
563,5,4,14,25.85,6.3,1,Average,Apartment,Unfurnished,4867022.44
3352,5,4,25,11.17,1.3,1,Good,Independent House,Semi-Furnished,21270434.76
2016,2,3,27,16.38,6.2,0,Good,Apartment,Semi-Furnished,11400518.05
3173,4,2,6,5.34,8.5,0,Good,Independent House,Semi-Furnished,22863177.59
1426,3,1,31,28.29,7.5,3,Good,Villa,Fully-Furnished,12314579.25
1150,1,1,11,20.23,2.2,0,Developing,Independent House,Unfurnished,8228693.84
1766,2,3,34,31.65,6.3,1,Average,Apartment,Semi-Furnished,8885949.93
3716,4,1,31,17.85,7.1,2,Good,Apartment,Unfurnished,20659241.26
2789,3,1,8,33.01,1.3,2,Good,Apartment,Semi-Furnished,14945560.95
4408,4,4,13,31.32,8.7,2,Good,Apartment,Fully-Furnished,26571721.38
710,2,2,12,20.6,9.2,1,Average,Independent House,Fully-Furnished,9453794.7
4463,3,1,32,32.75,8.7,0,Good,Apartment,Unfurnished,22007162.12
3728,3,2,31,11.99,8.4,2,Average,Independent House,Semi-Furnished,20947698.61
3061,3,1,18,13.43,7.7,1,Average,Villa,Unfurnished,17715679.12
2546,3,2,29,2.55,6.7,1,Good,Apartment,Fully-Furnished,16943543.08
1479,4,2,15,21.03,7.1,2,Developing,Villa,Semi-Furnished,12214359.31
828,3,1,11,25.55,8.3,2,Average,Apartment,Semi-Furnished,6334082.64
3915,4,4,9,27.3,7.0,3,Average,Apartment,Unfurnished,23671412.71
2359,3,2,1,6.09,3.9,3,Developing,Villa,Fully-Furnished,17841400.82
2721,3,2,17,16.1,4.4,1,Good,Independent House,Semi-Furnished,17421620.32
1496,2,1,12,7.01,9.1,3,Good,Apartment,Unfurnished,12200002.28
1457,4,2,28,23.51,1.2,3,Developing,Apartment,Semi-Furnished,7026942.53
3154,4,2,23,6.37,7.3,2,Average,Apartment,Unfurnished,18896878.56
559,5,4,37,31.74,9.6,3,Developing,Apartment,Semi-Furnished,5750363.63
3221,2,2,11,8.84,7.4,1,Prime,Independent House,Fully-Furnished,22535366.29
4333,4,4,28,10.91,9.9,2,Average,Independent House,Fully-Furnished,27370268.12
3050,2,2,21,29.93,7.2,3,Prime,Villa,Semi-Furnished,21060542.8
1872,2,2,35,16.59,1.3,3,Good,Independent House,Fully-Furnished,11821787.45
3693,2,4,0,1.82,8.4,3,Prime,Apartment,Semi-Furnished,27815460.11
1455,1,4,39,17.82,3.6,0,Prime,Apartment,Unfurnished,8642767.68
1147,4,3,33,3.87,5.0,3,Prime,Apartment,Fully-Furnished,12358206.34
3223,2,2,33,34.5,3.8,3,Average,Independent House,Unfurnished,16334678.17
755,1,4,32,21.0,3.4,1,Good,Villa,Unfurnished,5710071.32
4085,1,2,3,9.72,4.9,3,Prime,Villa,Fully-Furnished,28854665.11
2055,3,2,37,20.17,4.4,0,Good,Apartment,Unfurnished,10044691.15
2181,3,2,29,3.61,6.7,2,Prime,Apartment,Semi-Furnished,16025586.4
1408,4,1,19,28.2,8.3,3,Developing,Independent House,Fully-Furnished,10527544.74
1403,3,3,25,32.46,3.7,3,Good,Apartment,Semi-Furnished,9036572.36
1624,4,1,14,30.73,2.9,1,Good,Villa,Unfurnished,11575280.24
3949,1,3,6,12.62,7.0,3,Average,Apartment,Semi-Furnished,23410689.63
3118,1,2,6,12.08,7.0,3,Average,Apartment,Unfurnished,18444234.37
3988,4,2,28,2.19,9.1,3,Average,Villa,Semi-Furnished,24228491.09
3127,3,4,22,23.15,1.1,3,Average,Apartment,Semi-Furnished,16580831.57
3374,3,3,33,19.19,8.7,2,Developing,Villa,Semi-Furnished,19922184.16
2080,4,3,19,16.62,5.7,1,Good,Villa,Semi-Furnished,16237736.34
2241,5,1,14,31.86,6.6,2,Developing,Apartment,Semi-Furnished,12363643.73
3053,3,3,32,6.71,1.8,0,Average,Villa,Semi-Furnished,16511677.26
2421,2,2,16,1.33,4.9,3,Average,Apartment,Fully-Furnished,16411545.98
516,3,4,19,3.49,3.0,0,Average,Apartment,Unfurnished,4841354.1
1629,5,1,12,8.59,3.3,2,Average,Villa,Fully-Furnished,14331119.64
1284,1,4,23,2.13,5.5,0,Prime,Apartment,Semi-Furnished,11044485.93
655,1,3,36,18.1,8.3,3,Good,Apartment,Unfurnished,5075544.36
3283,1,3,6,11.68,7.7,0,Developing,Independent House,Unfurnished,19254643.19
604,3,1,7,7.14,6.3,2,Good,Apartment,Semi-Furnished,7301724.77
2164,1,3,22,26.5,5.9,3,Good,Independent House,Semi-Furnished,14388558.49
1982,5,4,13,7.95,4.8,1,Average,Independent House,Unfurnished,14714791.92
2045,5,2,3,24.38,9.8,2,Good,Apartment,Fully-Furnished,16793156.33
2495,3,1,20,12.88,6.0,3,Prime,Apartment,Semi-Furnished,17915014.2
3595,2,3,9,18.4,3.3,1,Average,Apartment,Fully-Furnished,19520868.56
3570,3,4,21,32.75,3.1,0,Average,Apartment,Unfurnished,16167502.93
3280,1,2,29,2.27,6.5,0,Prime,Independent House,Unfurnished,23110877.05
1940,3,3,29,18.01,5.7,0,Developing,Villa,Unfurnished,11261205.31
3082,5,1,15,30.05,1.1,3,Good,Apartment,Unfurnished,17625675.44
1157,3,3,10,20.99,8.5,0,Good,Apartment,Fully-Furnished,12244917.19
2384,3,3,21,10.41,7.3,0,Prime,Independent House,Unfurnished,18806316.97
628,2,3,28,14.52,7.0,1,Average,Apartment,Semi-Furnished,4562401.47
1521,5,2,24,24.13,1.6,1,Good,Villa,Unfurnished,10999995.25
1545,4,2,13,31.29,4.3,1,Good,Villa,Semi-Furnished,11418453.5
562,4,3,13,2.4,9.4,3,Average,Apartment,Fully-Furnished,10229126.78
1206,5,3,1,3.43,8.8,2,Prime,Apartment,Semi-Furnished,16234043.64
1346,4,1,12,12.05,3.6,0,Average,Villa,Semi-Furnished,10603816.76
2376,1,3,2,8.91,2.4,0,Average,Apartment,Unfurnished,12824042.67
3318,4,4,29,10.01,5.0,3,Developing,Apartment,Fully-Furnished,18126489.64
608,1,4,17,8.52,4.2,0,Average,Villa,Semi-Furnished,7944662.6
1235,5,1,35,7.66,7.1,3,Prime,Villa,Semi-Furnished,13848535.82
2253,4,2,20,5.44,9.7,3,Prime,Apartment,Semi-Furnished,18847686.08
2289,4,3,18,32.75,4.3,3,Developing,Apartment,Fully-Furnished,12331546.24
3551,1,1,15,5.9,1.6,2,Average,Apartment,Semi-Furnished,17305647.21
3618,1,2,27,7.95,9.1,3,Good,Apartment,Semi-Furnished,22041752.22
2748,3,1,3,9.37,1.3,2,Average,Apartment,Semi-Furnished,16433635.13
1992,2,2,14,32.72,9.6,2,Good,Apartment,Unfurnished,13300511.19
3613,4,3,0,26.69,7.0,0,Developing,Apartment,Semi-Furnished,20459860.19
562,2,1,15,27.85,9.5,1,Developing,Apartment,Semi-Furnished,3931463.94
708,2,3,19,4.56,2.8,2,Developing,Apartment,Semi-Furnished,6215568.36
2604,4,1,32,29.43,1.4,2,Developing,Apartment,Semi-Furnished,12123913.27
1024,1,2,16,14.88,5.4,1,Developing,Apartment,Unfurnished,6502609.06
3911,3,1,4,9.94,5.1,2,Good,Apartment,Semi-Furnished,23526918.87
3488,5,4,4,20.58,4.0,1,Average,Independent House,Fully-Furnished,23489092.51
1831,4,4,38,28.95,9.6,0,Average,Apartment,Fully-Furnished,11600989.52
2256,4,1,12,27.47,8.4,3,Developing,Villa,Unfurnished,15356905.19
1672,5,4,35,31.26,7.0,1,Average,Independent House,Semi-Furnished,10362660.47
2924,2,3,29,32.56,2.5,3,Prime,Apartment,Fully-Furnished,18203872.84
1951,3,4,3,9.1,7.6,1,Average,Independent House,Semi-Furnished,15477798.84
1308,2,4,22,15.41,7.5,3,Average,Apartment,Semi-Furnished,10157128.85
4370,5,3,20,1.5,4.8,0,Good,Apartment,Fully-Furnished,26503419.92
4024,5,3,20,30.9,9.3,2,Good,Apartment,Semi-Furnished,22110790.95
4179,3,2,5,6.26,2.5,0,Average,Apartment,Semi-Furnished,24349134.66
3415,5,3,23,30.29,3.4,2,Good,Apartment,Unfurnished,16316731.73
4094,5,1,30,12.2,1.6,3,Good,Apartment,Unfurnished,20339484.74
3641,3,4,18,13.52,8.2,3,Prime,Villa,Unfurnished,26749797.07
2046,4,2,37,2.33,6.6,2,Developing,Independent House,Fully-Furnished,14378764.08
3830,2,3,11,12.11,3.8,1,Average,Apartment,Semi-Furnished,20551378.13
2011,4,4,13,31.2,2.5,0,Prime,Apartment,Semi-Furnished,14094839.88
3124,4,1,11,1.87,1.4,1,Average,Apartment,Fully-Furnished,16477312.96
2972,2,1,14,14.82,2.5,3,Average,Apartment,Semi-Furnished,16831277.92
3049,4,2,18,2.07,5.1,0,Prime,Villa,Semi-Furnished,23099352.94
2841,3,1,27,13.61,3.2,0,Good,Apartment,Unfurnished,14826921.43
3125,2,4,39,6.87,3.3,1,Average,Apartment,Fully-Furnished,16334157.33
2633,1,3,4,9.58,8.9,2,Good,Villa,Unfurnished,20430928.76
726,4,1,4,30.84,5.6,2,Average,Independent House,Unfurnished,7331588.63
2462,5,3,5,15.83,7.6,0,Good,Apartment,Unfurnished,15764550.05
4332,2,4,22,10.31,1.3,2,Prime,Apartment,Unfurnished,26990499.01
4054,1,4,2,21.04,4.3,3,Developing,Apartment,Unfurnished,23101720.74
4420,5,3,36,5.83,5.3,1,Good,Apartment,Semi-Furnished,23778149.8
2528,1,4,32,9.82,2.7,1,Average,Apartment,Unfurnished,12083176.49
696,4,2,20,19.57,2.1,1,Prime,Apartment,Semi-Furnished,7337769.23
860,5,1,19,9.08,8.8,0,Good,Independent House,Unfurnished,11012564.61
2524,4,2,0,24.09,9.5,0,Good,Apartment,Unfurnished,15319657.96
522,5,2,38,17.71,1.7,2,Prime,Apartment,Semi-Furnished,5444692.56
4474,2,2,16,27.25,4.1,1,Good,Apartment,Fully-Furnished,22245627.2
1570,3,3,28,33.24,9.6,3,Prime,Apartment,Fully-Furnished,12500214.04
1122,3,3,7,4.94,1.7,3,Average,Apartment,Fully-Furnished,9660149.2
1819,1,4,25,12.38,6.8,1,Average,Apartment,Semi-Furnished,10862524.66
2973,5,3,27,11.86,9.7,0,Prime,Apartment,Semi-Furnished,20272213.04
1773,4,4,33,6.14,9.8,0,Developing,Apartment,Semi-Furnished,10973278.95
3820,2,3,25,28.55,5.2,0,Prime,Apartment,Semi-Furnished,21809691.02
736,2,4,12,26.84,2.5,3,Good,Apartment,Unfurnished,6639805.47
2358,2,1,36,17.47,2.8,1,Average,Apartment,Semi-Furnished,11027058.51
3970,3,4,12,19.28,9.0,3,Good,Apartment,Semi-Furnished,24624389.92
661,4,1,37,3.02,9.2,1,Good,Apartment,Semi-Furnished,6436635.28
3597,2,4,24,19.89,6.5,3,Prime,Apartment,Semi-Furnished,22382432.77
850,2,3,22,27.91,7.9,3,Average,Villa,Unfurnished,8293245.86
1104,1,3,21,20.51,7.7,2,Average,Villa,Semi-Furnished,7334298.27
3555,5,1,20,10.02,7.0,3,Prime,Apartment,Unfurnished,24017100.74
947,5,2,29,23.7,8.4,1,Good,Independent House,Fully-Furnished,10017824.37
3345,5,2,10,13.29,7.2,3,Average,Apartment,Unfurnished,20998735.82
4037,1,4,3,19.53,5.8,2,Average,Independent House,Unfurnished,23710817.92
1801,3,3,32,17.58,3.1,2,Prime,Apartment,Fully-Furnished,10523892.55
547,1,2,11,13.96,7.7,1,Good,Apartment,Semi-Furnished,6047932.06
2863,2,3,8,25.44,5.3,2,Good,Apartment,Unfurnished,18622694.84
4250,4,3,31,31.05,3.7,2,Good,Apartment,Semi-Furnished,22012611.17
912,2,3,10,1.18,8.2,0,Average,Independent House,Unfurnished,9556639.15
2525,2,4,36,32.74,7.3,1,Good,Apartment,Unfurnished,12801015.58
3210,4,1,23,18.39,9.4,2,Good,Apartment,Unfurnished,19536095.58
3907,5,4,6,24.82,2.5,2,Developing,Apartment,Semi-Furnished,22645938.22
722,1,2,7,30.09,6.8,2,Average,Apartment,Fully-Furnished,5722407.85
3323,3,1,32,16.88,3.2,1,Average,Apartment,Semi-Furnished,16502427.64
1600,2,2,24,29.39,9.1,0,Good,Apartment,Semi-Furnished,11102785.72
2699,2,1,0,7.04,1.9,3,Average,Apartment,Unfurnished,17172625.72
4042,3,1,2,6.41,6.9,0,Average,Independent House,Unfurnished,26790070.19
3808,1,4,39,23.35,8.1,1,Good,Apartment,Fully-Furnished,19434306.68
2947,2,3,27,30.58,4.2,1,Developing,Apartment,Unfurnished,14727770.56
1561,3,3,32,31.34,9.6,1,Developing,Apartment,Fully-Furnished,7993993.72
3839,2,1,0,22.89,8.7,3,Average,Independent House,Semi-Furnished,24139209.53
468,5,4,37,18.87,3.7,1,Good,Apartment,Fully-Furnished,5891028.88
2066,5,2,26,12.27,1.1,0,Good,Apartment,Unfurnished,11560500.53
3628,2,2,37,34.32,3.7,2,Prime,Independent House,Unfurnished,19742967.85
1931,2,3,34,11.87,3.5,2,Good,Apartment,Semi-Furnished,12003614.99
2808,5,3,9,26.3,9.0,1,Average,Apartment,Semi-Furnished,17275156.19
861,2,2,11,19.09,9.7,1,Good,Apartment,Unfurnished,9643045.11
1191,1,2,9,21.69,1.6,3,Developing,Independent House,Fully-Furnished,7225463.04
3121,1,4,33,14.38,5.2,2,Prime,Independent House,Unfurnished,21456122.3
3229,4,2,23,33.8,5.9,3,Good,Independent House,Unfurnished,20001393.52
3132,1,4,27,20.44,1.8,3,Average,Apartment,Semi-Furnished,15537646.98
2995,2,3,21,32.88,4.4,3,Good,Apartment,Semi-Furnished,15943198.61
2741,2,2,15,1.26,3.9,3,Developing,Apartment,Fully-Furnished,16274674.56
3187,3,3,12,20.47,5.8,0,Developing,Independent House,Semi-Furnished,18607783.92
3074,1,1,35,25.38,7.0,1,Prime,Independent House,Unfurnished,17631153.72
1853,5,1,35,26.33,7.3,1,Prime,Apartment,Semi-Furnished,13792703.62
964,5,1,22,31.77,2.2,3,Prime,Villa,Unfurnished,11877388.69
656,4,2,13,1.15,8.3,3,Average,Apartment,Semi-Furnished,9091241.93
1397,3,3,31,1.01,7.1,0,Good,Apartment,Semi-Furnished,9748734.36
2891,5,2,2,17.06,9.0,3,Average,Apartment,Unfurnished,19140846.56
3542,4,3,26,2.0,5.0,0,Good,Apartment,Semi-Furnished,20936818.29
2278,1,4,18,34.13,9.0,0,Average,Apartment,Semi-Furnished,11206890.11
4048,3,2,21,8.55,8.8,3,Average,Apartment,Semi-Furnished,22495352.74
3864,3,1,0,17.07,4.9,1,Good,Independent House,Semi-Furnished,26194014.49
3215,2,4,4,3.08,4.4,0,Good,Independent House,Unfurnished,21897952.17
2448,1,3,32,18.75,9.4,1,Prime,Independent House,Unfurnished,15920580.18
2699,3,2,18,13.92,7.4,1,Good,Villa,Unfurnished,19356543.21
2617,4,3,35,2.52,9.4,0,Good,Apartment,Unfurnished,15499488.49
2122,5,3,5,12.39,8.2,2,Good,Apartment,Semi-Furnished,16207989.16
4333,1,2,14,14.31,6.5,0,Developing,Independent House,Fully-Furnished,23295861.84
2280,1,2,35,34.66,2.0,2,Developing,Apartment,Semi-Furnished,9810261.95
2886,3,3,32,8.07,3.6,0,Average,Villa,Semi-Furnished,16899607.94
2010,3,3,23,19.52,9.7,0,Good,Villa,Semi-Furnished,13143863.71
2297,3,4,26,34.57,3.9,1,Average,Independent House,Unfurnished,13434059.34
2731,4,1,10,27.93,1.8,1,Good,Apartment,Fully-Furnished,15698656.77
2106,2,3,22,34.77,7.4,3,Good,Apartment,Fully-Furnished,11382732.79
1051,3,1,32,33.92,7.6,1,Good,Villa,Semi-Furnished,7666184.86
1793,2,4,28,17.64,3.6,1,Prime,Independent House,Unfurnished,13744103.51
1161,2,1,30,24.68,3.7,1,Good,Villa,Semi-Furnished,8337044.25
