annual_income,spending_score,website_visits,app_sessions,avg_order_value,orders_per_month,return_rate,loyalty_years,region,membership
1114879,35,12,17,8212.89,6,0.14,2.4,South,Gold
1698631,27,18,20,17070.71,7,0.34,4.1,West,Silver
1912052,55,13,23,956.94,3,0.18,8.6,West,Silver
2224655,69,13,18,1702.83,5,0.41,0.4,North,Silver
987813,43,12,14,7321.84,7,0.27,5.5,North,Silver
1140871,80,18,12,15298.77,5,0.08,5.3,North,Silver
1008866,4,12,29,13866.65,3,0.24,11.7,South,Gold
1815067,42,15,18,11724.19,5,0.1,10.5,West,Silver
1386208,82,6,17,728.45,3,0.31,8.0,North,Silver
1576063,37,12,13,5708.4,8,0.16,8.2,South,Platinum
295385,52,19,27,3502.51,4,0.07,7.6,South,Gold
2762726,31,13,19,16461.59,3,0.38,7.2,West,Gold
433643,14,8,16,12368.9,6,0.32,11.5,West,Silver
2602677,9,13,18,8057.67,7,0.07,10.4,East,Platinum
1295536,45,18,23,14808.96,7,0.01,4.5,West,Platinum
2954095,1,10,11,1773.6,3,0.14,8.8,South,Gold
439446,31,14,13,7680.59,5,0.18,11.3,East,Gold
1840480,42,21,17,8146.31,5,0.32,1.6,South,Silver
1223503,40,11,27,16678.63,4,0.01,10.9,North,Gold
1309182,2,12,11,5474.05,2,0.03,0.8,East,Gold
1948214,15,12,18,5118.91,9,0.39,2.4,West,Silver
2635230,80,7,19,16265.96,5,0.07,0.2,South,Gold
2725940,53,11,22,14549.47,2,0.24,10.9,East,Gold
2859415,8,15,14,4286.3,4,0.08,4.7,South,Silver
2074243,18,19,22,9275.21,3,0.2,1.1,North,Silver
1102076,18,11,25,15807.75,4,0.34,8.7,West,Gold
1298532,73,13,23,3418.51,7,0.07,2.0,East,Gold
689992,14,11,24,13140.77,8,0.34,9.6,East,Silver
1625859,25,10,24,5401.15,7,0.05,3.2,South,Silver
1918578,6,10,12,16511.12,8,0.07,3.6,West,Gold
1296685,32,6,21,3852.68,5,0.43,8.3,North,Gold
2346606,14,16,15,2758.85,6,0.1,6.8,West,Silver
1664393,35,17,13,6862.22,1,0.28,10.3,North,Gold
774762,7,17,22,14457.08,5,0.34,10.5,North,Gold
2317230,13,7,15,1047.22,6,0.05,10.5,North,Silver
1634674,21,8,13,17955.28,4,0.08,9.9,North,Silver
1162489,9,13,12,16133.48,6,0.12,11.9,East,Silver
2635953,77,13,20,4071.62,3,0.09,6.6,North,Silver
2411991,87,13,19,6486.89,2,0.24,2.1,South,Gold
2130282,72,11,13,532.57,3,0.32,9.4,North,Silver
666482,82,10,22,14928.93,5,0.07,1.4,South,Silver
369341,75,12,18,4187.39,2,0.28,7.2,South,Gold
534406,55,10,17,11083.89,3,0.34,4.8,South,Platinum
2115705,49,20,16,1436.61,4,0.07,2.4,East,Platinum
2871045,44,13,9,17291.11,5,0.38,9.5,West,Gold
1728318,40,12,15,12858.61,10,0.0,11.1,East,Silver
595140,71,11,21,5251.66,6,0.03,1.4,South,Silver
1456330,10,12,11,16808.31,6,0.4,7.9,East,Platinum
927985,78,17,22,10578.59,6,0.18,9.2,North,Silver
2151521,5,10,23,13188.07,2,0.0,2.3,West,Silver
391201,21,9,18,17221.97,4,0.28,8.3,North,Gold
2642886,53,11,18,6421.32,7,0.14,7.1,East,Gold
2715213,1,13,20,12518.28,5,0.05,8.6,South,Gold
2671541,70,10,20,2753.59,2,0.37,1.4,South,Platinum
2667911,6,13,21,2977.83,4,0.03,5.3,East,Silver
2202923,95,18,19,465.57,6,0.24,7.8,North,Gold
1353373,65,15,17,12451.58,4,0.29,1.6,North,Gold
838635,37,11,20,336.91,6,0.23,3.4,East,Silver
2846674,35,12,17,16681.89,2,0.06,6.3,South,Platinum
844243,36,12,17,7774.82,5,0.43,10.4,West,Platinum
713050,32,10,22,8748.22,4,0.43,3.9,South,Platinum
1754771,67,6,19,4474.32,2,0.05,4.7,South,Silver
726592,17,12,22,6281.34,4,0.3,6.7,West,Gold
1929347,10,14,16,11765.13,6,0.04,1.3,East,Gold
2024751,42,12,14,14388.93,3,0.06,4.9,East,Silver
1522699,58,8,22,568.19,10,0.36,2.8,South,Platinum
828456,94,17,14,17195.78,5,0.09,11.0,South,Gold
2605001,53,20,13,2275.35,1,0.2,1.3,East,Gold
378399,77,12,16,13939.85,7,0.34,1.4,South,Silver
2618763,74,10,11,8472.6,7,0.23,7.7,East,Gold
2559714,6,10,15,14126.07,6,0.26,7.5,East,Platinum
2190197,19,20,13,10606.6,6,0.43,9.0,South,Silver
912901,58,16,15,587.31,5,0.34,6.4,South,Platinum
2173958,6,9,21,3575.56,8,0.44,5.7,East,Silver
725449,68,14,17,15661.46,6,0.07,0.6,North,Gold
935796,14,12,22,12771.15,6,0.21,11.7,West,Silver
2214571,63,12,22,634.74,6,0.26,9.2,West,Platinum
939113,77,12,18,17387.65,13,0.31,3.4,North,Gold
2948530,71,12,14,17175.6,4,0.04,3.1,West,Gold
2630576,32,12,26,15976.36,3,0.11,9.5,East,Silver
591451,53,13,23,14937.52,6,0.18,10.7,East,Silver
343915,27,10,18,9089.8,2,0.45,10.5,West,Silver
1323071,74,9,15,16641.05,2,0.01,7.7,East,Platinum
2648617,11,7,18,3982.83,8,0.21,8.4,West,Platinum
2977806,25,10,26,5031.7,9,0.05,1.4,West,Silver
343364,2,6,13,8433.13,9,0.41,4.5,South,Gold
958037,94,7,24,16179.36,6,0.45,7.5,East,Silver
1370870,92,13,13,16910.5,4,0.37,1.0,East,Silver
1428502,2,19,15,11177.28,5,0.33,4.4,West,Silver
2443679,26,12,26,12696.96,4,0.3,4.9,West,Silver
1246540,2,14,18,8215.64,4,0.41,1.6,East,Silver
835322,72,18,16,4267.68,3,0.06,10.4,North,Gold
2503520,73,6,25,15736.4,3,0.15,5.7,East,Gold
1912221,83,6,14,7217.33,7,0.22,6.0,East,Gold
2831482,72,11,17,7632.89,7,0.18,6.4,North,Gold
2965678,58,16,25,16637.73,9,0.1,10.6,South,Silver
889443,46,10,14,10273.3,6,0.38,9.8,North,Gold
